"Approach" "NbVarSelected" "NbVarInf" "Accuracy_selection" "Specificity_selection" "Sensitivity_selection" "MCC_selection" "Accuracy_training" "Specificity_training" "Sensitivity_training" "MCC_training" "Accuracy_test" "Specificity_test" "Sensitivity_test" "MCC_test" "VarSelected" "coef_estimate" "std_estimate"
"640" "GAMMA_HC" 23 3 0.2 0.0909090909090909 1 0.108893101296094 0.8515 0.858012170385396 0.845167652859961 0.703114072266122 0.851 0.819755600814664 0.881139489194499 0.702708192048957 "x1;x2;x3;Noise2;Noise3;Noise4;Noise5;Noise6;Noise7;Noise8;Noise9;Noise10;Noise12;Noise13;Noise14;Noise15;Noise16;Noise17;Noise18;Noise19;Noise20;Noise21;Noise22" "2.726501262985;-1.84674112746403;0.479003394565646;NA;-0.0595603549849113;-0.120627841489653;-0.0659425366361115;-0.0765449569162905;-0.0914759748485376;-0.0380725113853993;0.0582788070500947;0.0287898702221873;0.0607964869896934;NA;-0.0378423598832722;0.0594314565452228;0.17534420544638;0.132719306618375;0.0410602062979001;-0.0637225460859631;-0.126055257037525;0.0448816056847174;-0.0041948467471238;-0.0506343783812303;-0.0517806040075437" "0.130525294444068;0.10074338016986;0.0725493168737202;NA;0.0683450188216755;0.0728334051715657;0.0675696701311196;0.0686765009374826;0.0691535398792382;0.0709814767560152;0.0684819449418438;0.0730091976501547;0.0681164703356953;NA;0.0701144920893775;0.0696880657418618;0.0674478416184942;0.0700368769325603;0.0664017619947004;0.067394491659306;0.0711804349466919;0.0709592878885101;0.0702268228453046;0.0688748510404086;0.0686737923777421"
"641" "BASELINE" 25 3 0.12 0 1 0 0.8795 0.872670807453416 0.885880077369439 0.758689518572094 0.856 0.839024390243902 0.873846153846154 0.712750737149815 "x1;x2;x3;Noise1;Noise2;Noise3;Noise4;Noise5;Noise6;Noise7;Noise8;Noise9;Noise10;Noise11;Noise12;Noise13;Noise14;Noise15;Noise16;Noise17;Noise18;Noise19;Noise20;Noise21;Noise22" "3.50904730504618;-2.24481917517206;0.490825483206334;-0.0113406798895537;-0.0950705110154192;0.0403255010049979;0.0554248052080631;-0.0755852208313994;-0.11634767431175;-0.0511112448716035;-0.0857653891491661;0.0095115187808551;-0.0284757718473727;-0.0354382193842669;-0.0521234771698003;0.00692978102982443;-0.145588683916001;-0.0350388214955571;-0.00861105818506849;-0.163232233229017;0.0661462451497413;0.0176781810623705;-0.0497656951062055;0.0354484126950555;0.0663510713008668" "0.171857381606439;0.123146877633477;0.0790178691307768;0.0794736823297239;0.0789080829358955;0.0778932479096266;0.0743743469971467;0.0760634982166862;0.0757330345164272;0.0776255195894377;0.0753291087865422;0.0801113487119534;0.0790942287579486;0.0731970895531955;0.0765814867338847;0.0783187035592554;0.0804678984054645;0.0746472256978263;0.0787047308039586;0.076008201309104;0.0792748913556874;0.0772758991746312;0.0750499444879138;0.0757602494910427;0.0765977140813589"
"642" "BEST" 3 3 1 1 1 1 0.877 0.864389233954451 0.888781431334623 0.753677893675746 0.8585 0.84 0.877948717948718 0.71786791184991 "x1;x2;x3" "3.43018272793121;-2.1900793283577;0.469820265200037;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.166195309165651;0.119654273328533;0.0766205381245976;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"643" "CFS" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.871 0.860248447204969 0.881044487427466 0.741649424035747 0.8455 0.831219512195122 0.860512820512821 0.691565927106839 "x1;x2" "3.28539970039717;-2.10821739191352;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.157925439169479;0.115338152468909;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"644" "CHI2" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.871 0.860248447204969 0.881044487427466 0.741649424035747 0.8455 0.831219512195122 0.860512820512821 0.691565927106839 "x1;x2" "3.28539970039717;-2.10821739191352;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.157925439169479;0.115338152468909;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"645" "CONS" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.871 0.860248447204969 0.881044487427466 0.741649424035747 0.8455 0.831219512195122 0.860512820512821 0.691565927106839 "x1;x2" "3.28539970039717;-2.10821739191352;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.157925439169479;0.115338152468909;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"646" "IG" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.7755 0.765010351966874 0.785299806576402 0.55041073394573 0.75 0.719024390243902 0.782564102564103 0.502085108730035 "x1" "2.05038437774067;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.0933160772170951;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"647" "IGR" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.7755 0.765010351966874 0.785299806576402 0.55041073394573 0.75 0.719024390243902 0.782564102564103 0.502085108730035 "x1" "2.05038437774067;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.0933160772170951;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"648" "ONER" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.871 0.860248447204969 0.881044487427466 0.741649424035747 0.8455 0.831219512195122 0.860512820512821 0.691565927106839 "x1;x2" "3.28539970039717;-2.10821739191352;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.157925439169479;0.115338152468909;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"649" "RELIEF" 24 3 0.16 0.0454545454545455 1 0.0753778361444409 0.8785 0.871635610766046 0.884912959381045 0.756686837950687 0.8575 0.840975609756098 0.874871794871795 0.715715284769873 "Noise22;Noise21;Noise2;Noise13;x1;Noise8;x2;Noise17;Noise12;Noise3;Noise4;x3;Noise5;Noise20;Noise6;Noise1;Noise19;Noise16;Noise7;Noise18;Noise10;Noise14;Noise9;Noise15" "3.51108801988985;-2.24573275343018;0.488488458041584;-0.0102044752011305;-0.0928844783845223;0.0393168945634614;0.0551245657920768;-0.0760466057667669;-0.115643024745518;-0.0494901662357142;-0.0851250121265948;0.00712564844576869;-0.0286740176707976;NA;-0.0517730227520891;0.00621526626106412;-0.145999053044725;-0.0352300720339474;-0.00961478572589175;-0.16298390591488;0.0665281010486354;0.0161472564350407;-0.0487806411985522;0.0349592989496646;0.0656350639646717" "0.171921772068809;0.123175437206124;0.0788247970632081;0.0794276346649914;0.0787323102987217;0.0778419437805272;0.0743278283542775;0.0760348880980374;0.0757370512761155;0.0775372153633322;0.0752733492422566;0.0799521594684572;0.0790869986324802;NA;0.0765629540353911;0.0783147948597845;0.0804264956136257;0.0746470402717038;0.0786280418079234;0.0760229806271992;0.0792683351719576;0.0771996277520669;0.0749828558142968;0.0757436878567189;0.0765417376625834"
"650" "RFI" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.871 0.860248447204969 0.881044487427466 0.741649424035747 0.8455 0.831219512195122 0.860512820512821 0.691565927106839 "x1;x2" "3.28539970039717;-2.10821739191352;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.157925439169479;0.115338152468909;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"651" "SU" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.7755 0.765010351966874 0.785299806576402 0.55041073394573 0.75 0.719024390243902 0.782564102564103 0.502085108730035 "x1" "2.05038437774067;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.0933160772170951;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"652" "SVM-RFE" 12 3 0.64 0.590909090909091 1 0.384353057392904 0.8765 0.867494824016563 0.884912959381045 0.752668930319359 0.8595 0.838048780487805 0.882051282051282 0.72011843727773 "Noise1;Noise11;Noise17;Noise2;Noise21;Noise3;Noise4;Noise6;Noise8;x1;x2;x3" "3.46356382086751;-2.21686998285847;0.486822370258975;-0.0191974555393407;-0.0931389983267509;0.0382144783928351;0.0398020874433078;NA;-0.12118421111949;NA;-0.0905152179075885;NA;NA;-0.0330871118141016;NA;NA;NA;NA;NA;-0.151725805088195;NA;NA;NA;0.0375173167013656;NA" "0.167833287655993;0.121087193913574;0.0778454690302874;0.0783471223603444;0.0781942968625952;0.0772611218713606;0.0734910280943247;NA;0.0755098810925356;NA;0.0750120856638711;NA;NA;0.0729524257666242;NA;NA;NA;NA;NA;0.0754206206167655;NA;NA;NA;0.0746615609795549;NA"
"653" "GAMMA_BACK" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.871 0.860248447204969 0.881044487427466 0.741649424035747 0.8455 0.831219512195122 0.860512820512821 0.691565927106839 "x1;x2" "3.28539970039717;-2.10821739191352;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.157925439169479;0.115338152468909;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"654" "GAMMA_BF" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.871 0.860248447204969 0.881044487427466 0.741649424035747 0.8455 0.831219512195122 0.860512820512821 0.691565927106839 "x1;x2" "3.28539970039717;-2.10821739191352;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.157925439169479;0.115338152468909;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"655" "GAMMA_FORW" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.871 0.860248447204969 0.881044487427466 0.741649424035747 0.8455 0.831219512195122 0.860512820512821 0.691565927106839 "x1;x2" "3.28539970039717;-2.10821739191352;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.157925439169479;0.115338152468909;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"656" "GAMMA_HC" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.871 0.860248447204969 0.881044487427466 0.741649424035747 0.8455 0.831219512195122 0.860512820512821 0.691565927106839 "x1;x2" "3.28539970039717;-2.10821739191352;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.157925439169479;0.115338152468909;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"657" "BASELINE" 25 3 0.12 0 1 0 0.883 0.88412852969815 0.881808838643371 0.765860730231029 0.869 0.867850098619329 0.870182555780933 0.737983939519675 "x1;x2;x3;Noise1;Noise2;Noise3;Noise4;Noise5;Noise6;Noise7;Noise8;Noise9;Noise10;Noise11;Noise12;Noise13;Noise14;Noise15;Noise16;Noise17;Noise18;Noise19;Noise20;Noise21;Noise22" "3.49599724437322;-2.41708209903371;0.632798197043213;0.0148748420955777;0.00541740491117074;-0.0346275816941346;0.0591261048747425;-0.000394959108485845;-0.0575811779647389;0.0251822123350309;0.0292051236831407;0.145700384890389;-0.113287836930087;0.0121248621356409;-0.0546077200655833;-0.0881950135356081;0.0611317617101328;0.0355503267740077;-0.0490613879645779;-0.00729462222505127;-0.00878000218365067;-0.00879218539513873;-0.0675729739860277;-0.0192742970856118;0.0059769648186396" "0.171893987832987;0.129899918668379;0.0827618391836827;0.0775578428585803;0.0752056301793765;0.0752120721597279;0.0790443162958982;0.0795342726769752;0.0771011753070018;0.0724610653848412;0.079268973333291;0.0783393013519207;0.0773510242174637;0.0761649450069782;0.0785049690065214;0.0769025101161208;0.0746422677712914;0.0781326672989227;0.0772462485605308;0.0755539667786271;0.0764749366306272;0.0753983473006111;0.0784567567985669;0.0779344462624981;0.0758290140896982"
"658" "BEST" 3 3 1 1 1 1 0.88 0.883154819863681 0.876670092497431 0.759824912361111 0.8685 0.867850098619329 0.869168356997972 0.73697607240451 "x1;x2;x3" "3.45149040875974;-2.38242364410633;0.617294170025927;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.16855537286491;0.127511163480585;0.0811409747877304;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"659" "CFS" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8685 0.872444011684518 0.864337101747174 0.73680139053075 0.8555 0.859960552268245 0.850912778904665 0.710931996981224 "x1;x2" "3.24303105643134;-2.26059195485797;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.156176284548246;0.120361443863783;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"660" "CHI2" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8685 0.872444011684518 0.864337101747174 0.73680139053075 0.8555 0.859960552268245 0.850912778904665 0.710931996981224 "x1;x2" "3.24303105643134;-2.26059195485797;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.156176284548246;0.120361443863783;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"661" "CONS" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8685 0.872444011684518 0.864337101747174 0.73680139053075 0.8555 0.859960552268245 0.850912778904665 0.710931996981224 "x1;x2" "3.24303105643134;-2.26059195485797;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.156176284548246;0.120361443863783;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"662" "IG" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.771 0.78286270691334 0.758478931140802 0.541556293340179 0.7795 0.783037475345168 0.775862068965517 0.558907650119118 "x1" "1.95835951930592;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.0897181514477451;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"663" "IGR" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8685 0.872444011684518 0.864337101747174 0.73680139053075 0.8555 0.859960552268245 0.850912778904665 0.710931996981224 "x1;x2" "3.24303105643134;-2.26059195485797;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.156176284548246;0.120361443863783;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"664" "ONER" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8685 0.872444011684518 0.864337101747174 0.73680139053075 0.8555 0.859960552268245 0.850912778904665 0.710931996981224 "x1;x2" "3.24303105643134;-2.26059195485797;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.156176284548246;0.120361443863783;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"665" "RELIEF" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.771 0.78286270691334 0.758478931140802 0.541556293340179 0.7795 0.783037475345168 0.775862068965517 0.558907650119118 "x1" "1.95835951930592;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.0897181514477451;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"666" "RFI" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8685 0.872444011684518 0.864337101747174 0.73680139053075 0.8555 0.859960552268245 0.850912778904665 0.710931996981224 "x1;x2" "3.24303105643134;-2.26059195485797;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.156176284548246;0.120361443863783;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"667" "SU" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.771 0.78286270691334 0.758478931140802 0.541556293340179 0.7795 0.783037475345168 0.775862068965517 0.558907650119118 "x1" "1.95835951930592;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.0897181514477451;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"668" "SVM-RFE" 8 3 0.8 0.772727272727273 1 0.538305421923955 0.8855 0.887049659201558 0.883864337101747 0.770854985134891 0.8695 0.871794871794872 0.867139959432049 0.738945548115576 "Noise10;Noise13;Noise14;Noise8;Noise9;x1;x2;x3" "3.46954075255181;-2.40611151426944;0.628053676930602;NA;NA;NA;NA;NA;NA;NA;0.029092655337211;0.142296129793853;-0.112281087902849;NA;NA;-0.0910796320193464;0.059393614324683;NA;NA;NA;NA;NA;NA;NA;NA" "0.169476788645647;0.128761266780138;0.0816110556931195;NA;NA;NA;NA;NA;NA;NA;0.0785403864470079;0.0774382107845462;0.0766801844350233;NA;NA;0.0764300703206042;0.074074830032136;NA;NA;NA;NA;NA;NA;NA;NA"
"669" "GAMMA_BACK" 3 3 1 1 1 1 0.88 0.883154819863681 0.876670092497431 0.759824912361111 0.8685 0.867850098619329 0.869168356997972 0.73697607240451 "x1;x2;x3" "3.45149040875974;-2.38242364410633;0.617294170025927;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.16855537286491;0.127511163480585;0.0811409747877304;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"670" "GAMMA_BF" 3 3 1 1 1 1 0.88 0.883154819863681 0.876670092497431 0.759824912361111 0.8685 0.867850098619329 0.869168356997972 0.73697607240451 "x1;x2;x3" "3.45149040875974;-2.38242364410633;0.617294170025927;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.16855537286491;0.127511163480585;0.0811409747877304;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"671" "GAMMA_FORW" 3 3 1 1 1 1 0.88 0.883154819863681 0.876670092497431 0.759824912361111 0.8685 0.867850098619329 0.869168356997972 0.73697607240451 "x1;x2;x3" "3.45149040875974;-2.38242364410633;0.617294170025927;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.16855537286491;0.127511163480585;0.0811409747877304;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"672" "GAMMA_HC" 3 3 1 1 1 1 0.88 0.883154819863681 0.876670092497431 0.759824912361111 0.8685 0.867850098619329 0.869168356997972 0.73697607240451 "x1;x2;x3" "3.45149040875974;-2.38242364410633;0.617294170025927;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.16855537286491;0.127511163480585;0.0811409747877304;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"673" "BASELINE" 25 3 0.12 0 1 0 0.8475 0.857560975609756 0.836923076923077 0.694768796633421 0.861 0.869959677419355 0.85218253968254 0.72217110637286 "x1;x2;x3;Noise1;Noise2;Noise3;Noise4;Noise5;Noise6;Noise7;Noise8;Noise9;Noise10;Noise11;Noise12;Noise13;Noise14;Noise15;Noise16;Noise17;Noise18;Noise19;Noise20;Noise21;Noise22" "2.8454472726972;-1.88157182927607;0.509177691375658;-0.0224843489252564;0.00393854543593212;0.0918094776305728;-0.0133283516321164;0.024652652419062;0.0496966105693304;-0.0674923644240978;-0.107030014328092;-0.0270760984443012;-0.0453292356323746;-0.0289424211367038;-0.0787631575399432;-0.0369533502029187;0.0631543301377798;0.0260582640275953;-0.0789581041053115;-0.0893461326056554;0.0175125900701981;0.0599416124922303;0.0241047604670529;0.000416788625433571;-0.00514441005086253" "0.135931106813532;0.101958928170856;0.0751555102110146;0.0702095740849589;0.0685160259122118;0.0688682658187304;0.0738898288880834;0.0687071756242881;0.0726154544564342;0.0717089438397366;0.0684714286148121;0.0696924314611359;0.0696464644554838;0.0695664373612205;0.0709467809561679;0.0692880067452116;0.068811484362529;0.0695507496298451;0.0697086870017543;0.0689367818441086;0.0712726705681593;0.0702769317966562;0.0720173797886552;0.0690098630122602;0.0696967735743177"
"674" "BEST" 3 3 1 1 1 1 0.847 0.851707317073171 0.842051282051282 0.693794699950512 0.8665 0.871975806451613 0.861111111111111 0.733072621871055 "x1;x2;x3" "2.81764215510579;-1.85794074448719;0.508963188567764;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.134038598149305;0.100305630397097;0.0742733569275699;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"675" "CFS" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.847 0.849756097560976 0.844102564102564 0.693825338019786 0.857 0.867943548387097 0.846230158730159 0.714242282056884 "x1;x2" "2.71094420291921;-1.77738147506497;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.128232663001428;0.0964692432158504;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"676" "CHI2" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.847 0.849756097560976 0.844102564102564 0.693825338019786 0.857 0.867943548387097 0.846230158730159 0.714242282056884 "x1;x2" "2.71094420291921;-1.77738147506497;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.128232663001428;0.0964692432158504;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"677" "CONS" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.847 0.849756097560976 0.844102564102564 0.693825338019786 0.857 0.867943548387097 0.846230158730159 0.714242282056884 "x1;x2" "2.71094420291921;-1.77738147506497;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.128232663001428;0.0964692432158504;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"678" "IG" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.753 0.761951219512195 0.743589743589744 0.505625968534104 0.7685 0.782258064516129 0.754960317460317 0.53734333682706 "x1" "1.78881549215865;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.0834532112208005;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"679" "IGR" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.753 0.761951219512195 0.743589743589744 0.505625968534104 0.7685 0.782258064516129 0.754960317460317 0.53734333682706 "x1" "1.78881549215865;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.0834532112208005;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"680" "ONER" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.847 0.849756097560976 0.844102564102564 0.693825338019786 0.857 0.867943548387097 0.846230158730159 0.714242282056884 "x1;x2" "2.71094420291921;-1.77738147506497;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.128232663001428;0.0964692432158504;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
"681" "RELIEF" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.753 0.761951219512195 0.743589743589744 0.505625968534104 0.7685 0.782258064516129 0.754960317460317 0.53734333682706 "x1" "1.78881549215865;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA" "0.0834532112208005;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA"
